Prompt_ID,AI_Role,Task,Context,Constraint,Output_Format,Goal,Recommended_AI,Generated_Prompt,Timestamp
PW02069,Senior Software Engineer,Code Review,General Professional Scenario,Include edge cases,Technical Report,Decision Making,ChatGPT,"You are an Senior Software Engineer.

Task:
Code Review

Context:
General Professional Scenario

Constraints:
Include edge cases

Output Format:
Technical Report

Goal:
Decision Making",2026-07-04 21:56:20
PW02070,Senior Software Engineer,Develop REST API,General Professional Scenario,Use Scikit-learn,Executive Summary,Build a Project,ChatGPT,"You are an Senior Software Engineer.

Task:
Develop REST API

Context:
General Professional Scenario

Constraints:
Use Scikit-learn

Output Format:
Executive Summary

Goal:
Build a Project",2026-07-04 21:56:20
PW02071,Cybersecurity Specialist,Compliance Review,General Professional Scenario,Use PyTorch,Table,Automation,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Compliance Review

Context:
General Professional Scenario

Constraints:
Use PyTorch

Output Format:
Table

Goal:
Automation",2026-07-04 21:56:20
PW02072,Expert Data Scientist,Feature Engineering,Insurance claim prediction,Avoid technical jargon,Executive Summary,Assignment Submission,ChatGPT,"You are an Expert Data Scientist.

Task:
Feature Engineering

Context:
Insurance claim prediction

Constraints:
Avoid technical jargon

Output Format:
Executive Summary

Goal:
Assignment Submission",2026-07-04 21:56:20
PW02073,Research Scientist,Scientific Writing,General Professional Scenario,Use Python only,Java Code,Solve a Business Problem,ChatGPT,"You are an Research Scientist.

Task:
Scientific Writing

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
Java Code

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02074,Business Analyst,Risk Analysis,General Professional Scenario,Include visualization suggestions,JSON,Solve a Business Problem,ChatGPT,"You are an Business Analyst.

Task:
Risk Analysis

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
JSON

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02075,Senior Machine Learning Engineer,Model Monitoring,General Professional Scenario,Use TensorFlow,CSV,Academic Research,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Model Monitoring

Context:
General Professional Scenario

Constraints:
Use TensorFlow

Output Format:
CSV

Goal:
Academic Research",2026-07-04 21:56:20
PW02076,DevOps Engineer,Infrastructure Automation,General Professional Scenario,Include best practices,Table,Automation,ChatGPT,"You are an DevOps Engineer.

Task:
Infrastructure Automation

Context:
General Professional Scenario

Constraints:
Include best practices

Output Format:
Table

Goal:
Automation",2026-07-04 21:56:20
PW02077,Cybersecurity Specialist,Security Assessment,General Professional Scenario,Explain step-by-step,Java Code,Academic Research,Perplexity,"You are an Cybersecurity Specialist.

Task:
Security Assessment

Context:
General Professional Scenario

Constraints:
Explain step-by-step

Output Format:
Java Code

Goal:
Academic Research",2026-07-04 21:56:20
PW02078,Business Analyst,SWOT Analysis,General Professional Scenario,Include visualization suggestions,HTML,Academic Research,Perplexity,"You are an Business Analyst.

Task:
SWOT Analysis

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
HTML

Goal:
Academic Research",2026-07-04 21:56:20
PW02079,DevOps Engineer,Logging,General Professional Scenario,Explain assumptions,Java Code,Automation,ChatGPT,"You are an DevOps Engineer.

Task:
Logging

Context:
General Professional Scenario

Constraints:
Explain assumptions

Output Format:
Java Code

Goal:
Automation",2026-07-04 21:56:20
PW02080,Data Analyst,SQL Analysis,General Professional Scenario,Explain assumptions,PowerPoint Outline,Presentation Preparation,Gamma,"You are an Data Analyst.

Task:
SQL Analysis

Context:
General Professional Scenario

Constraints:
Explain assumptions

Output Format:
PowerPoint Outline

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW02081,Senior Machine Learning Engineer,Train ML Pipeline,General Professional Scenario,Use bullet points wherever possible,Technical Report,Solve a Business Problem,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Train ML Pipeline

Context:
General Professional Scenario

Constraints:
Use bullet points wherever possible

Output Format:
Technical Report

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02082,Cloud Solutions Architect,Cloud Migration,General Professional Scenario,Use tables for comparison,Executive Summary,Solve a Business Problem,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Migration

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
Executive Summary

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02083,Senior Software Engineer,Code Review,General Professional Scenario,Use PyTorch,Java Code,Build a Project,ChatGPT,"You are an Senior Software Engineer.

Task:
Code Review

Context:
General Professional Scenario

Constraints:
Use PyTorch

Output Format:
Java Code

Goal:
Build a Project",2026-07-04 21:56:20
PW02084,Cloud Solutions Architect,Cloud Security,General Professional Scenario,Use Scikit-learn,CSV,Portfolio Development,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Security

Context:
General Professional Scenario

Constraints:
Use Scikit-learn

Output Format:
CSV

Goal:
Portfolio Development",2026-07-04 21:56:20
PW02085,Senior Machine Learning Engineer,Tune Hyperparameters,General Professional Scenario,Provide real-world examples,Python Code,Assignment Submission,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Tune Hyperparameters

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
Python Code

Goal:
Assignment Submission",2026-07-04 21:56:20
PW02086,Expert Data Scientist,Predict Outcomes,Employee promotion prediction,Focus on practical implementation,PowerPoint Outline,Solve a Business Problem,ChatGPT,"You are an Expert Data Scientist.

Task:
Predict Outcomes

Context:
Employee promotion prediction

Constraints:
Focus on practical implementation

Output Format:
PowerPoint Outline

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02087,Senior Machine Learning Engineer,Train ML Pipeline,General Professional Scenario,Explain assumptions,Table,Build a Project,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Train ML Pipeline

Context:
General Professional Scenario

Constraints:
Explain assumptions

Output Format:
Table

Goal:
Build a Project",2026-07-04 21:56:20
PW02088,Business Analyst,Risk Analysis,General Professional Scenario,Return valid JSON,Bullet Points,Portfolio Development,ChatGPT,"You are an Business Analyst.

Task:
Risk Analysis

Context:
General Professional Scenario

Constraints:
Return valid JSON

Output Format:
Bullet Points

Goal:
Portfolio Development",2026-07-04 21:56:20
PW02089,Cloud Solutions Architect,Design Cloud Infrastructure,General Professional Scenario,Optimize for readability,Technical Report,Academic Research,Perplexity,"You are an Cloud Solutions Architect.

Task:
Design Cloud Infrastructure

Context:
General Professional Scenario

Constraints:
Optimize for readability

Output Format:
Technical Report

Goal:
Academic Research",2026-07-04 21:56:20
PW02090,Cybersecurity Specialist,Security Assessment,General Professional Scenario,Provide code comments,Java Code,Automation,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Security Assessment

Context:
General Professional Scenario

Constraints:
Provide code comments

Output Format:
Java Code

Goal:
Automation",2026-07-04 21:56:20
PW02091,DevOps Engineer,CI/CD Pipeline,General Professional Scenario,Use beginner-friendly language,Executive Summary,Build a Project,ChatGPT,"You are an DevOps Engineer.

Task:
CI/CD Pipeline

Context:
General Professional Scenario

Constraints:
Use beginner-friendly language

Output Format:
Executive Summary

Goal:
Build a Project",2026-07-04 21:56:20
PW02092,Senior Machine Learning Engineer,Perform Feature Selection,General Professional Scenario,Return the output in Markdown,Technical Report,Academic Research,Perplexity,"You are an Senior Machine Learning Engineer.

Task:
Perform Feature Selection

Context:
General Professional Scenario

Constraints:
Return the output in Markdown

Output Format:
Technical Report

Goal:
Academic Research",2026-07-04 21:56:20
PW02093,DevOps Engineer,Performance Optimization,General Professional Scenario,Include edge cases,PowerPoint Outline,Learn a Concept,ChatGPT,"You are an DevOps Engineer.

Task:
Performance Optimization

Context:
General Professional Scenario

Constraints:
Include edge cases

Output Format:
PowerPoint Outline

Goal:
Learn a Concept",2026-07-04 21:56:20
PW02094,Software Architect,Database Design,General Professional Scenario,Follow industry standards,Table,Portfolio Development,ChatGPT,"You are an Software Architect.

Task:
Database Design

Context:
General Professional Scenario

Constraints:
Follow industry standards

Output Format:
Table

Goal:
Portfolio Development",2026-07-04 21:56:20
PW02095,Cybersecurity Specialist,Vulnerability Analysis,General Professional Scenario,Return the output in Markdown,CSV,Decision Making,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Vulnerability Analysis

Context:
General Professional Scenario

Constraints:
Return the output in Markdown

Output Format:
CSV

Goal:
Decision Making",2026-07-04 21:56:20
PW02096,Senior Software Engineer,Implement Authentication,General Professional Scenario,Use beginner-friendly language,Technical Report,Portfolio Development,ChatGPT,"You are an Senior Software Engineer.

Task:
Implement Authentication

Context:
General Professional Scenario

Constraints:
Use beginner-friendly language

Output Format:
Technical Report

Goal:
Portfolio Development",2026-07-04 21:56:20
PW02097,Expert Data Scientist,Build Machine Learning Model,Disease prediction system,Use Java only,JSON,Academic Research,ChatGPT,"You are an Expert Data Scientist.

Task:
Build Machine Learning Model

Context:
Disease prediction system

Constraints:
Use Java only

Output Format:
JSON

Goal:
Academic Research",2026-07-04 21:56:20
PW02098,Expert Data Scientist,Evaluate Model Performance,Cross-validation analysis,Use Random Forest algorithm,Bullet Points,Assignment Submission,ChatGPT,"You are an Expert Data Scientist.

Task:
Evaluate Model Performance

Context:
Cross-validation analysis

Constraints:
Use Random Forest algorithm

Output Format:
Bullet Points

Goal:
Assignment Submission",2026-07-04 21:56:20
PW02099,Software Architect,Scalability Planning,General Professional Scenario,Use beginner-friendly language,Markdown,Build a Project,ChatGPT,"You are an Software Architect.

Task:
Scalability Planning

Context:
General Professional Scenario

Constraints:
Use beginner-friendly language

Output Format:
Markdown

Goal:
Build a Project",2026-07-04 21:56:20
PW02100,Senior Machine Learning Engineer,Train ML Pipeline,General Professional Scenario,Focus on practical implementation,PowerPoint Outline,Build a Project,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Train ML Pipeline

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
PowerPoint Outline

Goal:
Build a Project",2026-07-04 21:56:20
PW02101,Senior Software Engineer,Write Code,General Professional Scenario,Use tables for comparison,CSV,Prepare for Interview,ChatGPT,"You are an Senior Software Engineer.

Task:
Write Code

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
CSV

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW02102,DevOps Engineer,Cloud Deployment,General Professional Scenario,Focus on practical implementation,Java Code,Solve a Business Problem,ChatGPT,"You are an DevOps Engineer.

Task:
Cloud Deployment

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
Java Code

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW02103,DevOps Engineer,Monitoring,General Professional Scenario,Focus on practical implementation,PowerPoint Outline,Academic Research,Perplexity,"You are an DevOps Engineer.

Task:
Monitoring

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
PowerPoint Outline

Goal:
Academic Research",2026-07-04 21:56:20
PW02104,DevOps Engineer,Performance Optimization,General Professional Scenario,Provide evaluation metrics,JSON,Assignment Submission,ChatGPT,"You are an DevOps Engineer.

Task:
Performance Optimization

Context:
General Professional Scenario

Constraints:
Provide evaluation metrics

Output Format:
JSON

Goal:
Assignment Submission",2026-07-04 21:56:20
